song,artist,genre,energy,danceability,loudness
up all night,one direction,Pop,0.9329308382804348,0.5830174374526157,0.8588313719457477
i'll sleep when i'm dead,set it off,Pop,0.9249225801646658,0.3685692624282465,0.8150655077814526
chalk outline,three days grace,Pop,0.7927863212544776,0.572186721542294,0.7856831525780068
the last time,taylor swift,Pop,0.4584415449211225,0.4747102783493989,0.7338922646975873
the birds pt. 1,the weeknd,Pop,0.6926830948073653,0.5516083613126829,0.7435581878317051
had me @ hello,olivia holt,Pop,0.8838802573213497,0.6252572295028702,0.8106555905955951
puzzle pieces,saint motel,Pop,0.8908874831726475,0.5147839272175891,0.7811194010717124
titanium,madilyn bailey,Pop,0.2191948337125243,0.4357197010722409,0.7033048739840524
a part of me (ft. laura whiteside),neck deep,Pop,0.8218162569241401,0.36532004765515,0.8750608927518395
smoking bomb bud,j boog,Pop,0.632621158939098,0.8256254738438212,0.7364048919313898
scene three,sleeping with sirens,Pop,0.4354178028382867,0.6252572295028702,0.7006896905366253
one hundred sleepless nights,pierce the veil,Pop,0.934932902809377,0.1378750135383948,0.8492423659718482
right by my side,nicki minaj,Pop,0.8588544507095716,0.5494422181306184,0.7899392354434274
same old song,the weeknd,Pop,0.5605468358971771,0.7682226795191162,0.7697100223059764
good time,owl city,Pop,0.9049019348752432,0.5353622874472004,0.8067840935312668
amen (feat. drake),meek mill,Pop,0.7957894180478909,0.4779594931224954,0.7987077917083301
right here,justin bieber,Pop,0.5705571585418883,0.6252572295028702,0.7868881880880957
summer love,one direction,Pop,0.5935809006247241,0.4736272067583668,0.7762736199779503
taken,one direction,Pop,0.8658616765608694,0.4833748510776563,0.7806578981104018
roman holiday,nicki minaj,Pop,0.7437357402953926,0.7974656124769848,0.755813655359844
we come running,youngblood hawke,Pop,0.7367285144440947,0.5407776454023612,0.7343794067123042
crazy kids,kesha,Pop,0.706697546509961,0.7368136033791834,0.7962720816347459
bring it back,travis porter,Pop,0.7607532887914016,0.9555940647676812,0.8025536497192522
grown up,danny brown,Pop,0.7647574178492861,0.6360879454131919,0.7490449452606209
remember you (feat. the weeknd),wiz khalifa,Pop,0.7757687727584685,0.7194844579226687,0.8071943183857652
stand up,one direction,Pop,0.902899870346301,0.5635221488140367,0.8207060995308053
tightrope,walk the moon,Pop,0.7897832244610642,0.4433012022094661,0.7555572648257826
fall,justin bieber,Pop,0.7547470952045748,0.5905989385898408,0.8034253775350613
rolling stone,the weeknd,Pop,0.323302189217521,0.6837430954186072,0.6073122580314334
over again,one direction,Pop,0.5565427068392926,0.5234484999458465,0.7410711996513089
feel this moment (feat. christina aguilera),pitbull,Pop,0.7587512242624593,0.6620816635979638,0.8210906853318976
no interruption,hoodie allen,Pop,0.706697546509961,0.4714610635763026,0.748711637566341
blown away,carrie underwood,Pop,0.8438389667425048,0.5082854976713962,0.8483449991026331
take a walk,passion pit,Pop,0.755748127469046,0.5461930033575221,0.7725303181806527
flowers in your hair,the lumineers,Pop,0.6095974168562621,0.6588324488248675,0.6555649565418045
little talks,of monsters and men,Pop,0.7867801276676507,0.4313874147081122,0.7799143655616234
when can i see you again?,owl city,Pop,0.8318265795688513,0.6241741579118381,0.739558495500346
wide awake,katy perry,Pop,0.6836738044271251,0.4898732806238492,0.783478193985078
stay the night,zedd,Pop,0.738730578973037,0.578685151088487,0.834499910263313
anna sun,walk the moon,Pop,0.8618575475029849,0.4454673453915304,0.7463015665461631
pour it up,rihanna,Pop,0.4954797387065541,0.7801364670204701,0.6905622644411968
clarity,zedd,Pop,0.7817749663452951,0.4844579226686885,0.824987821449632
ho hey,the lumineers,Pop,0.4664498030368916,0.67507852269035,0.6815629566956387
thinkin bout you,frank ocean,Pop,0.3503300603582413,0.7086537420123471,0.6297720688152193
stubborn love,the lumineers,Pop,0.5605468358971771,0.5808512942705513,0.6147732225726226
ends of the earth,lord huron,Pop,0.5795664489221284,0.5288638579010073,0.6931518088352178
dirty paws,of monsters and men,Pop,0.648637675170636,0.3219971840138633,0.7332000102556213
skyfall,adele,Pop,0.5525385777814081,0.3079172533304452,0.7382252647232264
heart's content,brandi carlile,Pop,0.2091845110678131,0.5440268601754575,0.6854600928133733
high school,nicki minaj,Pop,0.6836738044271251,0.5082854976713962,0.8092710817116632
sweet life,frank ocean,Pop,0.5865736747734263,0.5082854976713962,0.760121016332077
next to me,emeli sandé,Pop,0.8108049020149578,0.6631647351889961,0.7830166910237674
sweater weather,the neighbourhood,Pop,0.6156036104430889,0.6859092386006715,0.7776837679152885
something like olivia,john mayer,Pop,0.4244064479291044,0.7682226795191162,0.6025433940978899
spectrum,zedd,Pop,0.8017956116347176,0.5927650817719051,0.8009640284080711
thoughts from a balcony,mac miller,Pop,0.641630449319338,0.4519657749377234,0.7564546316949978
loft music,the weeknd,Pop,0.4984828354999674,0.2440160294595472,0.7213291285285747
crack rock,frank ocean,Pop,0.738730578973037,0.5440268601754575,0.7111504243263338
the question,mac miller,Pop,0.5835705779800129,0.7303151738329904,0.7580955311129912
genesis,grimes,Pop,0.6776676108402985,0.5949312249539696,0.7412763120785579
don't wake me up,chris brown,Pop,0.6916820625428941,0.58518358063468,0.7809655667512755
i could be the one (avicii vs. nicky romero),avicii,Pop,0.8078018052215444,0.4866240658507528,0.8193728687536855
bust your knee caps,pomplamoose,Pop,0.5635499326905904,0.3750676919744395,0.7611465784683229
sweet nothing (feat. florence welch),calvin harris,Pop,0.9299277414870214,0.5537745044947471,0.8131425787759915
hell & back,kid ink,Pop,0.5455313519301104,0.5797682226795191,0.7358664718098606
teen idle,marina,Pop,0.6516407719640491,0.5516083613126829,0.7537112529805399
disparate youth,santigold,Pop,0.9319298060159636,0.6285064442759667,0.8080147680947619
loud,mac miller,Pop,0.8228172891886113,0.6360879454131919,0.7655052175473681
climax,usher,Pop,0.478462190210545,0.6339218022311276,0.6876394123528959
king and lionheart,of monsters and men,Pop,0.6866769012205385,0.4931224953969457,0.750096146450273
queen of california,john mayer,Pop,0.738730578973037,0.513700855626557,0.6316693587672743
how many drinks?,miguel,Pop,0.608596384591791,0.3436586158345067,0.7344563238725226
stay,florida georgia line,Pop,0.9369349673383192,0.4682118488032059,0.8375765966720508
just one yesterday,fall out boy,Pop,0.9079050316686568,0.4833748510776563,0.8259364664256595
"sometimes you're the hammer, sometimes you're the nail",a day to remember,Pop,0.9789783224461064,0.1432903714935557,0.7910929928467041
let's be still,the head and the heart,Pop,0.413395093019922,0.6230910863208059,0.6440017434556315
little talks,julia sheer,Pop,0.2632402533492537,0.6230910863208059,0.6810501756275158
not a bad thing,justin timberlake,Pop,0.5635499326905904,0.2667605328712228,0.6791272466220546
upper echelon (feat. t.i. & 2 chainz),travis scott,Pop,0.6176056749720311,0.7866348965666631,0.7984257621208625
don't forget where you belong,one direction,Pop,0.7117027078323166,0.5180331419906856,0.7676332589800784
the muse,the wood brothers,Pop,0.4254074801935755,0.5126177840355248,0.6990487911186318
own it,drake,Pop,0.3423218022424724,0.6415033033683527,0.624362228546522
spiderhead,cage the elephant,Pop,0.9469452899830304,0.5212823567637821,0.8953926621029151
live for,the weeknd,Pop,0.690681030278423,0.5483591465395863,0.7208419865138578
watching movies,mac miller,Pop,0.7677605146426995,0.4855409942597206,0.7609671050944798
this will be the day (feat. casey lee williams),jeff williams,Pop,0.9339318705449058,0.3869814794757933,0.78832397507884
r,a$ap rocky,Pop,0.7657584501137572,0.7064875988302828,0.7548650103838166
don't be so hard on yourself,jess glynne,Pop,0.8158100633373133,0.5516083613126829,0.8304489398251416
the end of all things,panic! at the disco,Pop,0.23320928541512,0.1606195169500704,0.615875701869087
right now,one direction,Pop,0.7807739340808241,0.6317556590490632,0.7817860164602722
wasting all these tears,cassadee pope,Pop,0.7897832244610642,0.4346366294812087,0.8138348332179576
one for the money,escape the fate,Pop,0.9649638707435106,0.5017870681252031,0.8257313539984104
trojans,atlas genius,Pop,0.8228172891886113,0.7140690999675079,0.7900417916570519
diana,one direction,Pop,0.8688647733542828,0.527780786309975,0.8034766556418736
phoenix,a$ap rocky,Pop,0.5155003839959766,0.6317556590490632,0.6251570392021126
lvl,a$ap rocky,Pop,0.4274095447225178,0.5776020794974548,0.7407891700638412
satellites (feat. wiz khalifa),kevin gates,Pop,0.9008978058173588,0.6577493772338353,0.8237058687793246
molly,tyga,Pop,0.7827759986097663,0.831040831798982,0.7424557085352408
someone else,miley cyrus,Pop,0.7617543210558726,0.6566663056428029,0.7323539214932184
san francisco,foxygen,Pop,0.6506397396995782,0.6079280840463556,0.7103043355639309
checc me out (feat. cobby supreme & dom kennedy),nipsey hussle,Pop,0.641630449319338,0.6350048738221598,0.744378637540702
open,rhye,Pop,0.3243032214819922,0.5299469294920395,0.6331564238648308
sunrise,our last night,Pop,0.8778740637345229,0.3404094010614102,0.8114760403045919
don't you want me,bahamas,Pop,0.2111865755967553,0.6555832340517709,0.5289593108222443
kill the lights,set it off,Pop,0.894891612230532,0.4887902090328171,0.8222444427351742
take back the night,tryhardninja,Pop,0.665655223666645,0.7108198851944114,0.6855626490269979
seattle party,chastity belt,Pop,0.5054900613512654,0.5039532113072674,0.6757685306258492
tko,justin timberlake,Pop,0.6786686431047695,0.5949312249539696,0.7418403712534932
sex & super smash bros.,kyle,Pop,0.7847780631387086,0.7465612476984729,0.789195702894649
love in the sky,the weeknd,Pop,0.7257171595349123,0.630672587458031,0.7360972232905161
don't let it get you down,johnnyswim,Pop,0.657646965550876,0.6804938806455106,0.801476809476194
jim morrison,jon bellion,Pop,0.5695561262774171,0.5905989385898408,0.7491475014742455
send it up,kanye west,Pop,0.5475334164590526,0.689158453373768,0.7806322590569955
iii. urn,childish gambino,Pop,0.445428125482998,0.5765190079064226,0.5870830448939824
i'm already gone,a day to remember,Pop,0.4764601256816028,0.4887902090328171,0.7208932646206702
they roll (feat. the game),nipsey hussle,Pop,0.7417336757664503,0.6469186613235136,0.7974771171448349
featherstone,the paper kites,Pop,0.3733538024410772,0.8028809704321456,0.5631618080660461
through the dark,one direction,Pop,0.6916820625428941,0.5483591465395863,0.7802476732559034
face the world,nipsey hussle,Pop,0.7987925148413042,0.5776020794974548,0.6527446606671281
pitchfork kids,ajr,Pop,0.7787718695518818,0.3923968374309542,0.8106043124887828
if i die young (glee cast version),glee cast,Pop,0.3823630928213172,0.7097368136033794,0.7146886136963823
game over,falling in reverse,Pop,0.7217130304770278,0.6934907397378968,0.8366792298028356
life,jon bellion,Pop,0.6496387074351071,0.3999783385681794,0.7302515191139143
come & get it,selena gomez,Pop,0.788782192196593,0.5266977147189429,0.8087070225367279
when she grows up,craig campbell,Pop,0.4424250286895846,0.5743528647243584,0.728123477681204
settle down,the 1975,Pop,0.9549535480987994,0.5678544351781653,0.7785042176242853
someone like you,mac miller,Pop,0.5985860619470798,0.6122603704104842,0.7736327974771171
red like roses,jeff williams,Pop,0.8678637410898117,0.3685692624282465,0.8124503243340255
money and the power,kid ink,Pop,0.6836738044271251,0.5451099317664898,0.7662743891495525
safe with me,sam smith,Pop,0.6766665785758272,0.6035957976822268,0.7403276671025305
revolution,diplo,Pop,0.7247161272704413,0.6198418715477094,0.7644283773043099
blowin' smoke,kacey musgraves,Pop,0.7287202563283257,0.6685800931441569,0.7352254954747071
everything is awesome!!! (feat. the lonely island),tegan and sara,Pop,0.960959741685626,0.689158453373768,0.822039330307925
everywhere we go,sonreal,Pop,0.6706603849890006,0.8082963283873064,0.7726841525010896
boneless,steve aoki,Pop,0.9629618062145684,0.7378966749702156,0.8320385611363228
watch out for this (bumaye),major lazer,Pop,0.7597522565269305,0.8202101158886603,0.8087070225367279
heart out,the 1975,Pop,0.8158100633373133,0.7097368136033794,0.7882470579186216
i. flight of the navigator,childish gambino,Pop,0.6686583204600582,0.2624282465070941,0.638873932774402
bad girls club,falling in reverse,Pop,0.9249225801646658,0.5104516408534604,0.845063200266646
hey mr. d.j.,zhané,Pop,0.6456345783772226,0.87003140907614,0.7363023357177653
all the time,jeremih,Pop,0.4404229641606423,0.6685800931441569,0.6754352229315693
applause,lady gaga,Pop,0.7807739340808241,0.6577493772338353,0.8042971053508704
impossible,james arthur,Pop,0.6966872238652497,0.3404094010614102,0.7915288567546086
how long will i love you,ellie goulding,Pop,0.3042825761925697,0.4877071374417849,0.6785888265005255
follow your arrow,kacey musgraves,Pop,0.6496387074351071,0.617675728365645,0.7620952234443503
devil like me,rainbow kitten surprise,Pop,0.6306190944101557,0.6685800931441569,0.7390969925390354
bound 2,kanye west,Pop,0.6626521268732316,0.3219971840138633,0.8413198984693484
started from the bottom,drake,Pop,0.5225076098472745,0.7931333261128561,0.7134835781862933
out of my league,fitz and the tantrums,Pop,0.968967999801395,0.5234484999458465,0.8231161705509832
unconditionally,katy perry,Pop,0.7257171595349123,0.3631539044730857,0.7895546496423351
i luv this shit,august alsina,Pop,0.584571610244484,0.6187587999566772,0.7429172114965514
blood on the leaves,kanye west,Pop,0.6816717398981829,0.3826491931116647,0.8089890521241955
23,mike will made-it,Pop,0.6055932877983776,0.8678652658940756,0.7800938389354665
dear no one,tori kelly,Pop,0.5865736747734263,0.4725441351673346,0.7620183062841319
scream & shout,will.i.am,Pop,0.6856758689560675,0.7693057511101484,0.7386098505243186
ode to sleep,twenty one pilots,Pop,0.7607532887914016,0.4162244124336619,0.821706022613645
just what i am,kid cudi,Pop,0.949948386776444,0.6404202317773205,0.8327051765248826
put a light on,generationals,Pop,0.7717646437005838,0.6783277374634463,0.7997846319513883
human,christina perri,Pop,0.4894735451197273,0.4086429112964367,0.75304463759198
heart attack,demi lovato,Pop,0.7857790954031797,0.4790425647135276,0.7910929928467041
wrecking ball,miley cyrus,Pop,0.4224043834001622,0.507202426080364,0.7536599748737276
cigarette daydreams,cage the elephant,Pop,0.6756655463113562,0.6209249431387416,0.8258851883188472
summertime sadness (lana del rey vs. cedric gervais),lana del rey,Pop,0.8118059342794288,0.5440268601754575,0.7671973950721739
car radio,twenty one pilots,Pop,0.5195045130538611,0.7628073215639554,0.7256364895008076
trumpets,jason derulo,Pop,0.6916820625428941,0.6209249431387416,0.7895546496423351
this is gospel,panic! at the disco,Pop,0.9129101929910124,0.552691432903715,0.7892213419480552
"f**kin' problems (feat. drake, 2 chainz & kendrick lamar)",a$ap rocky,Pop,0.6936841270718364,0.8559514783927218,0.7380714304027894
ain't it fun,paramore,Pop,0.8938905799660609,0.5938481533629373,0.8198343717149962
royals,lorde,Pop,0.4324147060448735,0.6003465829091303,0.6694613234879367
3005,childish gambino,Pop,0.4484312222764113,0.4443842738004983,0.7277645309335179
we can't stop,miley cyrus,Pop,0.6226108362943867,0.5970973681360339,0.765659051867805
photograph,ed sheeran,Pop,0.3793599960279039,0.598180439727066,0.6455144476065943
black skinhead,kanye west,Pop,0.8238183214530823,0.772554965883245,0.758044253006179
break from toronto,partynextdoor,Pop,0.6786686431047695,0.578685151088487,0.78140143065918
replay,zendaya,Pop,0.7237150950059701,0.6783277374634463,0.7428915724431453
hold my liquor,kanye west,Pop,0.3333125118622322,0.4671287772121737,0.6497961695254211
another love,tom odell,Pop,0.5375230938143414,0.4151413408426297,0.6954593236417711
let it go,demi lovato,Pop,0.624612900823329,0.4801256363045597,0.7472245724687844
objects in the mirror,mac miller,Pop,0.658647997815347,0.6317556590490632,0.7443529984872957
warrior,demi lovato,Pop,0.3993806413173263,0.3826491931116647,0.756146963054124
#thatpower,will.i.am,Pop,0.608596384591791,0.7963825408859527,0.7579160577391482
casual affair,panic! at the disco,Pop,0.8588544507095716,0.4833748510776563,0.7780939927697869
do my thang,miley cyrus,Pop,0.5755623198642439,0.7563088920177624,0.8101171704740661
take me home,jess glynne,Pop,0.4514343190698247,0.5375284306292646,0.7561982411609363
ways to go,grouplove,Pop,0.8278224505109669,0.5581067908588759,0.7208932646206702
switch lanes,rittz,Pop,0.6045922555339065,0.7097368136033794,0.7449426967156372
stay alive,josé gonzález,Pop,0.3022805116636274,0.7108198851944114,0.6043381278363202
too much,drake,Pop,0.5695561262774171,0.6230910863208059,0.7640181524498115
devils don't fly,natalia kills,Pop,0.6636531591377026,0.5895158669988086,0.7558905725200625
interlude (that's love),chance the rapper,Pop,0.5094941904091499,0.3848153362937291,0.6573853293336409
this is how we do,katy perry,Pop,0.6366252879969825,0.6804938806455106,0.7596595133707663
everybody wants to rule the world,lorde,Pop,0.5695561262774171,0.5548575760857792,0.6760505602133169
paper hearts,tori kelly,Pop,0.23320928541512,0.3934799090219864,0.6350024357100734
harlem,new politics,Pop,0.9529514835698571,0.5862666522257122,0.8193728687536855
new slaves,kanye west,Pop,0.5935809006247241,0.4747102783493989,0.8029382355203445
midnight memories,one direction,Pop,0.8688647733542828,0.4010614101592116,0.86267722995667
collar full,panic! at the disco,Pop,0.9379359996027904,0.5082854976713962,0.7922723893033868
ii. worldstar,childish gambino,Pop,0.5985860619470798,0.6967399545109932,0.6659231341178883
tattooed heart,ariana grande,Pop,0.5215065775828034,0.4248889851619192,0.8079891290413558
run boy run,woodkid,Pop,0.9579566448922128,0.4833748510776563,0.7797861702945927
robbers,the 1975,Pop,0.7046954819810188,0.6014296545001625,0.7389687972720047
pusha man,chance the rapper,Pop,0.5695561262774171,0.7649734647460198,0.6888188088095787
the love club,lorde,Pop,0.4924766419131408,0.7909671829307918,0.7271748327051765
screen,twenty one pilots,Pop,0.7147058046257301,0.7108198851944114,0.768094761941389
afraid,the neighbourhood,Pop,0.7016923851876053,0.4357197010722409,0.768248596261826
shake,the head and the heart,Pop,0.7907842567255353,0.4530488465287555,0.7148680870702253
nana,chance the rapper,Pop,0.4724559966237183,0.5765190079064226,0.7157654539394405
we are bulletproof pt.2,bts,Pop,0.9529514835698571,0.7498104624715695,0.7831961643976104
partners in crime (feat. ash costello),set it off,Pop,0.9399380641317326,0.3404094010614102,0.8260903007460964
a little party never killed nobody (all we got),fergie,Pop,0.6536428364929915,0.759558106790859,0.7847345076019793
posed to be in love,kevin gates,Pop,0.5305158679630435,0.7346474601971191,0.6925877496602825
tell your heart to beat again,danny gokey,Pop,0.4023837381107397,0.4833748510776563,0.7304309924877573
foreigner's god,hozier,Pop,0.445428125482998,0.4768764215314632,0.7187908622413659
white girl,shy glizzy,Pop,0.7937873535189486,0.689158453373768,0.7775042945414454
uoeno,young money,Pop,0.4514343190698247,0.8158778295245316,0.6840499448760351
multiplied,needtobreathe,Pop,0.8168110956017844,0.5754359363153905,0.7485578032459042
in a week (feat. karen cowley),hozier,Pop,0.2692464469360804,0.4368027726632731,0.6029536189523882
to be alone,hozier,Pop,0.4434260609540557,0.5386115022202967,0.7470450990949413
out of the woods,taylor swift,Pop,0.8418369022135626,0.5321130726741038,0.7363536138245775
st. tropez,j. cole,Pop,0.5415272228722259,0.5407776454023612,0.6624875009614645
the breach,dustin tebbutt,Pop,0.5865736747734263,0.6144265135925485,0.6946901520395866
gdfr (feat. sage the gemini & lookas),flo rida,Pop,0.8278224505109669,0.6447525181414493,0.8107325077558136
wassup with it,kevin gates,Pop,0.8248193537175535,0.4281381999350158,0.7330461759351844
one,ed sheeran,Pop,0.3213001246885788,0.4357197010722409,0.6291054534266595
the haunting,set it off,Pop,0.8378327731556782,0.5169500703996535,0.8070917621721405
down by the river,milky chance,Pop,0.6966872238652497,0.6545001624607386,0.7108940337922723
shell shocked (feat. kill the noise & madsonik),juicy j,Pop,0.8158100633373133,0.578685151088487,0.7688895725969798
back home,andy grammer,Pop,0.8278224505109669,0.6057619408642911,0.7268158859574904
first love / late spring,mitski,Pop,0.5455313519301104,0.4129751976605653,0.7040740455862369
pretty hurts,beyoncé,Pop,0.6256139330878001,0.4877071374417849,0.7407891700638412
can't remember to forget you (feat. rihanna),shakira,Pop,0.8108049020149578,0.6848261670096395,0.8230392533907648
work,iggy azalea,Pop,0.8088028374860154,0.688075381782736,0.7878624721175294
runaway,aurora,Pop,0.2772547050518493,0.3891476226578577,0.649103915083455
shatter me featuring lzzy hale,lindsey stirling,Pop,0.9479463222475016,0.4562980613018521,0.8368330641232725
buy the world,mike will made-it,Pop,0.6306190944101557,0.7931333261128561,0.7575827500448683
guilty pleasure,bryce vine,Pop,0.844839999006976,0.6274233726849344,0.7665820577904263
1hunnid,k camp,Pop,0.413395093019922,0.7833856817935667,0.6106453349742327
where do broken hearts go,one direction,Pop,0.8628585797674561,0.5451099317664898,0.8189626438991872
fool's gold,one direction,Pop,0.7737667082295262,0.4909563522148814,0.7899135963900212
her,majid jordan,Pop,0.5004849000289098,0.6642478067800283,0.7449939748224494
truffle butter,nicki minaj,Pop,0.6676572881955872,0.9014404852160728,0.7366356434120451
i wanna get better,bleachers,Pop,0.8918885154371186,0.4270551283439835,0.7346357972463656
undo,sanna nielsen,Pop,0.4934776741776118,0.5613560056319723,0.8237058687793246
voodoo doll,5 seconds of summer,Pop,0.9779772901816352,0.4411350590274017,0.7868112709278773
help me lose my mind,disclosure,Pop,0.7086996110389032,0.7779703238384058,0.7682742353152321
run,hozier,Pop,0.3933744477304995,0.3371601862883137,0.6972540573802015
thunder clatter,wild cub,Pop,0.968967999801395,0.5830174374526157,0.8515498807784017
kk (feat. project pat & juicy j),wiz khalifa,Pop,0.7997935471057754,0.702155312466154,0.8303976617183293
she don't love you,eric paslay,Pop,0.3333125118622322,0.3230802556048955,0.6965105248314232
bad blood,taylor swift,Pop,0.7947883857834198,0.6328387306400952,0.7577109453118991
black beauty,lana del rey,Pop,0.5295148356985724,0.2797573919636088,0.719483116683332
paris,magic man,Pop,0.8818781927924073,0.4443842738004983,0.7795554188139373
ghost,ella henderson,Pop,0.8368317408912069,0.6718293079172535,0.817373022588006
he knows my name,francesca battistelli,Pop,0.8368317408912069,0.4747102783493989,0.756146963054124
breaking up my bones,vinyl theatre,Pop,0.8998967735528877,0.591682010180873,0.8325513422044457
sissy that walk,rupaul,Pop,0.6146025781786177,0.8277916170258854,0.8060149219290823
clean,travis atreo,Pop,0.2502268339111291,0.3664031192461822,0.6806143117196113
coco,o.t. genasis,Pop,0.6286170298812135,0.8927759124878154,0.761684998589852
pop thieves (make it feel good),childish gambino,Pop,0.8308255473043802,0.4627964908480451,0.695100376894085
el de los lentes carrera (bonus track),revolver cannabis,Pop,0.7197109659480857,0.7108198851944114,0.6895367023049508
we can make love,somo,Pop,0.7407326435019792,0.6523340192786744,0.7481219393379996
toes,glass animals,Pop,0.347326963564828,0.6252572295028702,0.5982873112324691
the days,avicii,Pop,0.7247161272704413,0.572186721542294,0.830166910237674
you and your friends (feat. snoop dogg & ty dolla $ign),wiz khalifa,Pop,0.6626521268732316,0.7812195386115022,0.7571981642437761
cut her off,k camp,Pop,0.61660464270756,0.766056536337052,0.8403199753865087
valley girls,blackbear,Pop,0.4564394803921803,0.5548575760857792,0.6723072584160192
been on,g-eazy,Pop,0.6556449010219337,0.5927650817719051,0.7094838858549342
only love can hurt like this,paloma faith,Pop,0.8858823218502919,0.5461930033575221,0.7981437325333948
human,jon bellion,Pop,0.3413207699780012,0.67507852269035,0.6955618798553957
say you love me,jessie ware,Pop,0.4234054156646333,0.4389689158453375,0.6825885188318846
bpt,yg,Pop,0.6996903206586632,0.598180439727066,0.7269953593313334
212,azealia banks,Pop,0.7697625791716417,0.8191270442976281,0.7665051406302079
studio,schoolboy q,Pop,0.5895767715668396,0.701072240875122,0.7148424480168192
comfortable,k camp,Pop,0.4173992220778066,0.772554965883245,0.6861523472553392
a tale of 2 citiez,j. cole,Pop,0.5565427068392926,0.5386115022202967,0.7130989923852011
i lived,onerepublic,Pop,0.8548503216516872,0.5819343658615834,0.775017306361049
trophies,young money,Pop,0.6996903206586632,0.7357305317881513,0.722764915519319
from eden,hozier,Pop,0.6736634817824139,0.36532004765515,0.7730430992487757
sour patch kids,bryce vine,Pop,0.7777708372874107,0.4562980613018521,0.7847601466553854
so high (feat. ghost loft),wiz khalifa,Pop,0.6296180621456846,0.6133434420015164,0.790400738404738
like real people do,hozier,Pop,0.1791535431336794,0.5169500703996535,0.5468040919929236
show me (feat. chris brown),kid ink,Pop,0.5084931581446788,0.7032383840571862,0.7270722764915519
hold back the river,james bay,Pop,0.7157068368902011,0.7075706704213148,0.7254057380201522
let's get lost (feat. devon baldwin),g-eazy,Pop,0.6726624495179429,0.6599155204158995,0.6786401046073378
anything goes,florida georgia line,Pop,0.9779772901816352,0.4335535578901766,0.8166551290926338
cherry wine,hozier,Pop,0.1100823168851719,0.3826491931116647,0.532164192498013
my type,saint motel,Pop,0.8978947090239454,0.578685151088487,0.838832910288952
time of our lives,pitbull,Pop,0.8027966438991888,0.7129860283764757,0.7655821347075865
best day of my life,american authors,Pop,0.902899870346301,0.6620816635979638,0.8532420583032074
house party,sam hunt,Pop,0.8618575475029849,0.7422289613343442,0.7795810578673434
wet dreamz,j. cole,Pop,0.7056965142454898,0.4790425647135276,0.7038432941055816
"or nah (feat. the weeknd, wiz khalifa & dj mustard)",ty dolla $ign,Pop,0.3303094150688189,0.80504711361421,0.6908442940286644
little do you know,alex & sierra,Pop,0.2922701890189162,0.4747102783493989,0.6948952644668358
take me to church,hozier,Pop,0.6646541914021739,0.5461930033575221,0.7782478270902238
stay with me,sam smith,Pop,0.4204023188712199,0.3858984078847612,0.7489936671538087
fancy,iggy azalea,Pop,0.7167078691546722,0.920935773854652,0.808040407148168
summer,calvin harris,Pop,0.8568523861806293,0.578685151088487,0.8230392533907648
rather be (feat. jess glynne),clean bandit,Pop,0.5865736747734263,0.798548684068017,0.7415327026126195
drunk in love,beyoncé,Pop,0.6216098040299156,0.5711036499512618,0.7372509806937927
me and my broken heart,rixton,Pop,0.7747677404939973,0.5223654283548144,0.8062713124631438
work song,hozier,Pop,0.3633434797963659,0.5082854976713962,0.7175089095710585
someone new,hozier,Pop,0.5335189647564568,0.4129751976605653,0.761505525216009
amnesia,5 seconds of summer,Pop,0.4994838677644386,0.552691432903715,0.7799400046150295
say something,a great big world,Pop,0.1471205106706035,0.3739846203834074,0.688023998153988
cold cold man,saint motel,Pop,0.6616510946087604,0.5970973681360339,0.786426685126785
all the time,bahamas,Pop,0.4644477385079493,0.7032383840571862,0.790734046099018
main chick (feat. chris brown),kid ink,Pop,0.4964807709710252,0.772554965883245,0.769299797451478
i'm an albatraoz,aronchupa,Pop,0.8178121278662557,0.889526697714719,0.7754018921621413
money on my mind,sam smith,Pop,0.8418369022135626,0.6783277374634463,0.7804527856831525
wasted,tiësto,Pop,0.8168110956017844,0.6241741579118381,0.7731200164089942
ass drop,wiz khalifa,Pop,0.5785654166576573,0.8169609011155637,0.7979129810527394
kissin' on my tattoos,august alsina,Pop,0.6256139330878001,0.5581067908588759,0.7002281875753147
lost stars,adam levine,Pop,0.5895767715668396,0.4692949203942381,0.7925031407840422
remember you (feat. blackbear),g-eazy,Pop,0.5655519972195326,0.6415033033683527,0.6901007614798861
all about that bass,meghan trainor,Pop,0.8798761282634652,0.811545543160403,0.8187318924185318
retro (rough),childish gambino,Pop,0.6146025781786177,0.8667821943030435,0.763582288541907
heavenly father,isaiah rashad,Pop,0.6766665785758272,0.591682010180873,0.7203804835525471
angel of small death and the codeine scene,hozier,Pop,0.640629417054867,0.3274125419690242,0.7666076968438325
strangers,seven lions,Pop,0.6916820625428941,0.5581067908588759,0.7235340871215035
green mountain state,trevor hall,Pop,0.3673476088542505,0.6837430954186072,0.6152603645873393
18,one direction,Pop,0.5825695457155419,0.6707462363262212,0.7152526728713176
paranoid (feat. b.o.b),ty dolla $ign,Pop,0.3983796090528552,0.8624499079389149,0.6243365894931159
never gonna let you down,colbie caillat,Pop,0.7357274821796236,0.6360879454131919,0.7568648565494961
just a little bit of your heart,ariana grande,Pop,0.3223011569530499,0.4086429112964367,0.7614286080557905
we dem boyz,wiz khalifa,Pop,0.8628585797674561,0.7097368136033794,0.7927851703715098
